the_geom,SEGMENTID,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-73.82000366280647 40.59324636874174),"235,135",0,N,1,"1,026,935",8,0,4,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,49725004,0,CROSS BAY VET MEM BRIDGE BIKE PATH
POINT (-73.92261177027989 40.85942950137242),"267,315",0,N,2,"1,026,936",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19751038,0,DYCKMAN HOUSES 10 AVE PED
POINT (-73.97465434848654 40.72125569962278),"240,425",0,N,2,"1,026,937",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19751020,0,EAST    6 ST PED BR OVER FDR DRV
POINT (-73.95062166945662 40.85125895248109),"242,166",0,N,2,"1,026,938",8,0,1,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,19781013,0,GW BRIDGE BIKE AND PEDESTRIAN
POINT (-73.97638285803387 40.65139618446793),"186,325",0,N,2,"1,026,939",8,0,3,10/23/2015 12:00:00 AM,,6,DoITT,37016505,0,GREENWOOD AVE PEDESTRIAN
POINT (-73.934275932126 40.82800203010812),"295,143",0,N,1,"1,026,940",8,0,1,10/23/2015 12:00:00 AM,04/19/2018 12:00:00 AM,6,DoITT,19794002,0,MACOMBS DAM BRIDGE PEDESTRIAN
POINT (-73.93299829473433 40.82816305583072),"240,638",0,N,2,"1,026,941",8,0,2,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,29826002,0,MACOMBS DAM BRDG PEDESTRIAN
POINT (-73.93382359070797 40.81415212898964),"295,128",0,N,2,"1,026,942",8,0,1,10/23/2015 12:00:00 AM,02/02/2016 12:00:00 AM,6,DoITT,19789004,0,MADISON AV BRDG PED & BIKE
POINT (-73.93241052072209 40.81411596327965),"240,167",0,N,2,"1,026,943",8,0,2,10/23/2015 12:00:00 AM,09/01/2020 12:00:00 AM,6,DoITT,29827007,0,MADISON AV BRDG PED & BIKE
POINT (-73.99174378896677 40.70964512806461),"240,879",0,N,1,"1,026,944",8,0,1,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,19795009,0,MANHATTAN BRIDGE BIKE PATH
POINT (-73.99214581403187 40.70959990882026),"240,849",0,N,1,"1,026,945",8,0,1,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,OTHER,19795008,0,MANHATTAN BRIDGE PEDESTRIAN
POINT (-73.98956751136944 40.70493342771582),"238,382","3,960",N,1,"1,026,946",8,0,3,10/23/2015 12:00:00 AM,01/22/2018 12:00:00 AM,6,DoITT,39721008,0,MANHATTAN BRIDGE PEDESTRIAN
POINT (-73.98914662747895 40.704978040645166),"237,775","3,960",N,1,"1,026,947",8,0,3,10/23/2015 12:00:00 AM,01/22/2018 12:00:00 AM,6,DoITT,39721007,0,MANHATTAN BRIDGE BIKE
POINT (-73.88644479606167 40.575810245351704),"232,627",0,N,1,"1,026,948",8,0,3,10/23/2015 12:00:00 AM,,6,DoITT,39708005,0,MARINE PY-GIL HODGES BR BIKE
POINT (-73.88366328863745 40.57120288683844),"232,649",0,N,1,"1,026,949",8,0,4,10/23/2015 12:00:00 AM,,6,OTHER,49739004,0,MARINE PY-GIL HODGES BR BIKE
POINT (-74.20337122724635 40.527091378162666),"262,849",0,N,2,"1,026,950",8,0,5,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,57026513,0,PARKWOOD AVE PEDESTRIAN BRDG
POINT (-73.95280277517563 40.73909993777964),"235,753",0,N,2,"1,026,951",8,0,3,10/23/2015 12:00:00 AM,,6,DoITT,39740004,0,PULASKI BRIDGE BIKE
POINT (-73.95269137184688 40.73942656583671),"235,756",0,N,1,"1,026,952",8,0,4,10/23/2015 12:00:00 AM,,6,DoITT,49712004,0,PULASKI BRIDGE BIKE
POINT (-73.91884070334942 40.799160936165315),"242,001",15,N,2,"1,026,953",8,0,2,10/23/2015 12:00:00 AM,,6,DoITT,29832004,0,RFK BRIDGE PED AND BIKE
POINT (-73.92889625864403 40.80091499526737),"241,864",0,N,2,"1,026,954",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19772008,0,RFK BRIDGE PED AND BIKE
POINT (-73.94623816354101 40.76374381841958),"258,876",0,N,2,"1,026,955",8,0,1,10/23/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,19769005,0,ROOSEVELT IS BR PED & BIKE
POINT (-73.9436631315316 40.762472719519295),"346,110",0,N,1,"1,026,956",8,0,4,10/23/2015 12:00:00 AM,11/07/2022 12:00:00 AM,6,DoITT,49736003,0,ROOSEVELT IS BR PED & BIKE
POINT (-73.90554696839195 40.83655240568772),"78,141",0,N,1,"1,026,957",8,0,2,10/23/2015 12:00:00 AM,04/27/2018 12:00:00 AM,6,DoITT,29810005,0,ST PAULS PLACE PEDESTRIAN
POINT (-73.87419920569045 40.82417867375985),"175,792",0,N,2,"1,026,958",8,0,2,10/23/2015 12:00:00 AM,,6,DoITT,29810017,0,STRATFORD AVE PEDESTRIAN
POINT (-73.8300950169235 40.88176665140218),"95,639",0,N,2,"1,026,959",8,0,2,10/23/2015 12:00:00 AM,07/20/2017 12:00:00 AM,6,DoITT,29810021,0,TILLOTSON AVE PEDESTRIAN
POINT (-73.7803456920204 40.74257477266049),"180,525",0,N,1,"1,026,960",8,0,4,10/23/2015 12:00:00 AM,,6,DoITT,45871318,0,UNDERHILL AVENUE PEDESTRIAN
POINT (-73.91536775251994 40.862882465864615),"288,068",0,N,2,"1,026,961",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19762003,0,UNIV HEIGHTS BR BIKE AND PED
POINT (-73.91393542379272 40.862280050339095),"144,375",0,N,2,"1,026,962",8,0,2,10/23/2015 12:00:00 AM,10/20/2023 12:00:00 AM,6,DoITT,21002503,0,UNIV HEIGHTS BR BIKE AND PED
POINT (-73.9546189026527 40.58511528152717),"260,989",0,N,1,"1,026,963",8,0,3,10/23/2015 12:00:00 AM,04/27/2018 12:00:00 AM,6,DoITT,37016520,0,VOORHIES AVE-E 14 ST PED
POINT (-73.91236996499501 40.88658216476516),"259,393",0,N,1,"1,026,964",8,0,2,10/23/2015 12:00:00 AM,,6,DoITT,29810022,0,235 ST-W 236 ST PED
POINT (-73.9281968358793 40.84704169882364),"241,450",0,N,2,"1,026,965",8,0,1,10/23/2015 12:00:00 AM,,6,OTHER,10020004,0,WASHINGTON BR PED AND BIKE
POINT (-73.92688313430749 40.84643362654205),"297,515",0,N,2,"1,026,966",8,0,2,10/23/2015 12:00:00 AM,07/28/2017 12:00:00 AM,6,DoITT,29820004,0,WASHINGTON BR PED AND BIKE
POINT (-73.82558759629337 40.83812775282768),"179,608",0,N,1,"1,026,967",8,0,2,10/23/2015 12:00:00 AM,,6,DoITT,29810011,0,WATERBURY-BAISLEY AVE PED
POINT (-73.97583036119002 40.71466267350947),"256,752","3,218",N,1,"1,026,968",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19776018,0,WILLIAMSBURG BR BIKE AND PED
POINT (-73.9685528826431 40.712545916441776),"238,627",0,N,1,"1,026,969",8,0,3,10/23/2015 12:00:00 AM,04/27/2018 12:00:00 AM,6,DoITT,39730018,0,WILLIAMSBURG BR BIKE AND PED
POINT (-73.92975595073926 40.80316987794497),"299,454",0,N,2,"1,026,970",8,0,1,10/23/2015 12:00:00 AM,07/22/2016 12:00:00 AM,6,DoITT,19777002,0,WILLIS AVENUE BRIDGE BIKE
POINT (-73.9279960868633 40.80407008074819),"258,838",15,N,1,"1,026,971",8,0,2,10/23/2015 12:00:00 AM,,6,DoITT,21003003,0,WILLIS AVENUE BRIDGE BIKE
POINT (-74.19527143472402 40.63744873023917),"306,426",0,N,2,"1,029,108",8,0,5,01/11/2017 12:00:00 AM,01/11/2017 12:00:00 AM,6,OTHER,50026101,0,ARTHUR KILL VERTICAL LIFT
POINT (-73.98246961982039 40.78895757034856),"346,032",34,N,2,"1,031,157",8,0,1,04/12/2018 12:00:00 AM,11/04/2022 12:00:00 AM,6,DCP,10098601,0,H HUDSON PKWY OVR RIVERSIDE PRK
POINT (-73.97579761376278 40.798186126897065),"346,438",0,N,1,"1,031,184",8,0,1,04/12/2018 12:00:00 AM,11/09/2022 12:00:00 AM,6,DCP,10099201,0,HHP SB OVER RAMP TO W   96 ST
POINT (-73.97634007734891 40.79604339994933),"142,326",0,N,2,"1,031,158",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10099001,0,HHP NB OVER RAMP TO   96 ST
POINT (-73.97493980841755 40.79902913535916),"346,447",0,N,2,"1,031,110",8,0,1,04/12/2018 12:00:00 AM,11/09/2022 12:00:00 AM,6,DCP,10098801,0,HHP NB OVER RAMP FROM   96 ST
POINT (-73.9422593399454 40.85218716976465),"173,746","3,352",N,2,"1,031,010",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10110201,0,W 181 ST PED BRDGE OVER HHP NB
POINT (-73.9794093038636 40.71114664104554),"350,749",0,N,1,"1,031,066",8,0,1,04/12/2018 12:00:00 AM,10/13/2023 12:00:00 AM,6,DCP,19751043,0,CORLEARS HOOK PARK OVERPASS
POINT (-73.97503616182371 40.718810213636914),"341,681",0,N,1,"1,031,159",8,0,1,04/12/2018 12:00:00 AM,06/13/2022 12:00:00 AM,6,DCP,10099601,0,HOUSTON STREET OVER FDR DRIVE
POINT (-73.97467227012821 40.73706605321987),"134,572",0,N,2,"1,031,039",8,0,1,04/12/2018 12:00:00 AM,04/17/2018 12:00:00 AM,6,DCP,10107601,0,EAST 25 ST PED BRDGE OVER FDR DR
POINT (-73.96338119976281 40.753508734087596),"165,601",0,N,2,"1,031,112",8,0,1,04/12/2018 12:00:00 AM,04/17/2018 12:00:00 AM,6,DCP,10107701,0,EAST 51 ST PED BRDGE OVER FDR DR
POINT (-73.95583903638837 40.76107411042474),"133,086",0,N,1,"1,031,067",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10107801,0,EAST 64 ST PED BRDGE OVER FDR DR
POINT (-73.95198707143001 40.765262366786935),"195,165",0,N,2,"1,031,188",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10107901,0,EAST 71 ST PED BRDGE OVER FDR DR
POINT (-73.94831284914379 40.7695425260006),"312,361",0,N,1,"1,031,040",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10108201,0,EAST 78 ST PED BRDGE OVER FDR DR
POINT (-73.94586892313326 40.771909959440094),"243,777",0,N,1,"1,031,041",8,0,1,04/12/2018 12:00:00 AM,04/18/2019 12:00:00 AM,6,DCP,11256003,0,PRMND OV FDR BT E 81 E 90TH ST
POINT (-73.9390646723495 40.78633802968202),"155,120",0,N,2,"1,031,011",8,0,1,04/12/2018 12:00:00 AM,04/17/2018 12:00:00 AM,6,DCP,10108301,0,EAST 103 ST PED BRDG OVER FDR DR
POINT (-73.92929637316843 40.79699996654381),"332,274",0,N,2,"1,031,160",8,0,1,04/12/2018 12:00:00 AM,04/23/2021 12:00:00 AM,6,DCP,10108501,0,EAST 120 ST PED BRDG OVER FDR DR
POINT (-73.97321844913552 40.72424708531616),"164,992",0,N,2,"1,031,012",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,19751010,0,10 STREET PEDESTRIAN
POINT (-73.9586508194836 40.75903627036983),"346,838",0,N,1,"1,031,113",8,0,1,04/12/2018 12:00:00 AM,11/14/2022 12:00:00 AM,6,DCP,10097301,0,EAST   60 ST OVER FDR DRIVE
POINT (-73.93046745777006 40.803186078917186),"345,582",0,N,2,"1,031,068",8,0,1,04/12/2018 12:00:00 AM,11/02/2022 12:00:00 AM,6,DCP,10109101,0,HRD OV E 127 ST RMP TO/FR HRD NB
POINT (-73.99020718991814 40.70666003999598),"306,909",0,N,1,"1,031,013",8,0,1,04/12/2018 12:00:00 AM,04/23/2018 12:00:00 AM,6,DCP,19795010,0,MANHATTAN BRIDGE LOWER LEVEL
POINT (-73.99015938948921 40.706362050102875),"306,904",0,N,1,"1,031,087",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,19795011,0,MANHATTAN BRIDGE UPPER LEVEL
POINT (-73.95416958994653 40.75661779985293),"140,775",0,N,2,"1,031,069",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,19792016,0,ED KOCH QUEENSBORO BRG LOWER LVL
POINT (-73.9539018697039 40.7567170303991),"140,777",0,N,1,"1,031,088",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,19792017,0,ED KOCH QUEENSBORO BRG UPPER LVL
POINT (-73.91062127206371 40.87397452529884),"270,785",0,N,1,"1,031,044",8,0,1,04/12/2018 12:00:00 AM,11/14/2018 12:00:00 AM,6,DCP,11361011,0,BWAY BR OVR HARLEM RIV VEHICULAR
POINT (-73.93707089592537 40.786051012439366),"68,423",0,N,1,"1,031,161",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10103401,0,WARDS ISLD PED BR OVR HARLEM RIV
POINT (-74.00268009957013 40.75483425993251),"121,301",433,N,1,"1,031,070",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10096501,0,11 AVE VIADUCT OV LIRR W SD YD
POINT (-73.93248182014078 40.860856610327),"345,678","3,379",N,1,"1,031,045",8,0,1,04/12/2018 12:00:00 AM,11/03/2022 12:00:00 AM,6,DCP,10109301,0,MARGT CRBN DR OV PED PTH NR CAFE
POINT (-73.93295648010997 40.862599130042945),"345,705","3,379",N,1,"1,031,071",8,0,1,04/12/2018 12:00:00 AM,11/03/2022 12:00:00 AM,6,DCP,12083002,0,MARGRTCRBN DR OV PDPTH NR N ENTR
POINT (-73.99924269943536 40.75712695239721),"342,201",0,N,2,"1,031,162",8,0,1,04/12/2018 12:00:00 AM,06/15/2022 12:00:00 AM,6,DCP,13451002,0,W 37 ST OV AMTRAK 30 ST BRANCH
POINT (-73.998477790556 40.757606278717084),"338,362",0,N,1,"1,031,018",8,0,1,04/12/2018 12:00:00 AM,12/07/2021 12:00:00 AM,6,DCP,13453002,0,W 38 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99801212807859 40.758198896546354),"337,937",0,N,1,"1,031,019",8,0,1,04/12/2018 12:00:00 AM,12/03/2021 12:00:00 AM,6,DCP,13455002,0,W 39 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99560802875834 40.760569487303485),"343,278",0,N,2,"1,031,020",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,10101701,0,WEST   43 ST OVER AMTRAK   30 ST
POINT (-73.99428965785634 40.76245770301794),"343,510",0,N,1,"1,031,021",8,0,1,04/12/2018 12:00:00 AM,06/24/2022 12:00:00 AM,6,DCP,13469003,0,W 46 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99379367855823 40.76306697068556),"343,223",0,N,1,"1,031,163",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,13471003,0,W 47 ST OV AMTRAK 30 ST BRANCH
POINT (-73.9934931005229 40.76375019943864),"346,634",0,N,1,"1,031,115",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,13473003,0,W 48 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99293762041201 40.76433171230403),"346,586",0,N,1,"1,031,164",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,13475003,0,W 49 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99194903920325 40.765576833109854),"343,345",0,N,2,"1,031,189",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,13479002,0,W 51 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99170917927343 40.766276675713364),"346,663",0,N,1,"1,031,116",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,13481004,0,W 52 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99127268715677 40.76692712900952),"346,753",0,N,2,"1,031,165",8,0,1,04/12/2018 12:00:00 AM,11/14/2022 12:00:00 AM,6,DCP,13483002,0,W 53 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99062842820379 40.77085943508664),"346,571",0,N,1,"1,031,166",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,13493002,0,W 58 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99067492957354 40.771250110203546),"347,732",0,N,2,"1,031,022",8,0,1,04/12/2018 12:00:00 AM,11/22/2022 12:00:00 AM,6,DCP,10095801,0,11 AV BR OV AMTRK   30 ST BRCH
POINT (-73.99616973998958 40.759924566816274),"346,844",0,N,2,"1,031,046",8,0,1,04/12/2018 12:00:00 AM,11/14/2022 12:00:00 AM,6,DCP,13461003,0,W 42 ST OV AMTRAK 30 ST BRANCH
POINT (-73.9510965599298 40.829220520333855),"301,597",0,N,1,"1,031,167",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,19751030,0,148 STREET PEDESTRIAN
POINT (-73.94866862968297 40.83646410997056),"352,889",0,N,1,"1,031,117",8,0,1,04/12/2018 12:00:00 AM,02/29/2024 12:00:00 AM,6,DCP,10096401,0,W 158 ST OV AMTRAK 30 ST BRNCH
POINT (-73.94599125830572 40.84714351830459),"39,087",0,N,1,"1,031,190",8,0,1,04/12/2018 12:00:00 AM,05/29/2019 12:00:00 AM,6,DCP,19751041,0,WEST 173 STREET PEDESTRIAN
POINT (-73.93144802997907 40.868987960024064),"281,416",0,N,1,"1,031,047",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,19751040,0,INWOOD HILL PARK AMTRAK
POINT (-73.95205544977 40.787269199997276),"166,090",0,N,1,"1,031,023",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10097501,0,EAST   97 ST OVER METRO N RAILRD
POINT (-73.99245975082489 40.76495617997425),"346,557",0,N,1,"1,031,089",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,13477003,0,W 50 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99104464417019 40.7676419198029),"342,593",0,N,1,"1,031,191",8,0,1,04/12/2018 12:00:00 AM,06/21/2022 12:00:00 AM,6,DCP,13485003,0,W 54 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99091787004812 40.76839902033439),"342,460",0,N,1,"1,031,090",8,0,1,04/12/2018 12:00:00 AM,06/21/2022 12:00:00 AM,6,DCP,13487002,0,W 55 ST OV AMTRAK 30 ST BRANCH
POINT (-73.99086119997575 40.76919266724932),"343,209",0,N,1,"1,031,024",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,13489002,0,W 56 ST OV AMTRAK 30 ST BRANCH
POINT (-73.97760516127056 40.771641492886204),"285,429",444,N,2,"1,031,118",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,11117006,0,BRIDLE PTH W OV  65 TRNVS EB EN
POINT (-73.99733636948272 40.75871359935768),"164,687",0,N,2,"1,031,091",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,13457002,0,W 40 ST OV AMTRAK 30 ST BRCH
POINT (-73.97676336991204 40.75427006996115),"343,226",435,N,2,"1,031,072",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,10100201,0,PARK AVENUE SB OVER E   45 ST
POINT (-73.97574765972983 40.75381293992813),"343,160",435,N,2,"1,031,073",8,0,1,04/12/2018 12:00:00 AM,06/23/2022 12:00:00 AM,6,DCP,10100101,0,PARK AVENUE NB OVER E   45 ST
POINT (-73.9799447183113 40.76927039754482),"300,496",444,N,1,"1,031,074",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10110601,0,W DRV OVER PED BTWN   61   62 ST
POINT (-73.97382425891792 40.76692257679698),"346,998",444,N,1,"1,031,119",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,10097401,0,E   62 ST PED BRDGE OVER THE PND
POINT (-73.97284405946236 40.76663485036684),"346,998",444,N,1,"1,031,025",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,10107101,0,E DRV OVR PED PATH OPP E   62 ST
POINT (-73.97315801987772 40.7679033400001),"347,002",444,N,2,"1,031,120",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,19802005,0,CTRL PK E DR OV PED PTH 63 ST
POINT (-73.97480628954857 40.769563419994995),"346,945",444,N,2,"1,031,121",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,10104801,0,CTRL PK CTR DR PED PTH OPP 65
POINT (-73.97864622836185 40.77077486958245),"300,499",444,N,1,"1,031,192",8,0,1,04/12/2018 12:00:00 AM,03/27/2020 12:00:00 AM,6,DCP,10110501,0,W DRV OVER BRIDLE OPP W   64 ST
POINT (-73.97284431029134 40.76901779040597),"36,192",444,N,2,"1,031,122",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,19802004,0,CTRL PK E DR BR OV 65 ST TRNVS
POINT (-73.97128898949343 40.770125930275064),"300,176",444,N,1,"1,031,123",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10107201,0,E DRV OVR PED PATH OPP E   67 ST
POINT (-73.97549474197997 40.77603060949813),"111,188",444,N,1,"1,031,092",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10102901,0,W   72 ST ENTR OVER BRIDLE PATH
POINT (-73.97107425961504 40.77369904041535),"343,073",444,N,2,"1,031,093",8,0,1,04/12/2018 12:00:00 AM,06/22/2022 12:00:00 AM,6,DCP,12749502,0,72 CRSS DR OV PD PTH TO FOUNTN
POINT (-73.96888794020113 40.7744876500504),"347,011",444,N,2,"1,031,124",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,10107001,0,E DRV OVER PD PATH OPP E   73 ST
POINT (-73.96651956951439 40.778197290139445),"343,891",444,N,1,"1,031,051",8,0,1,04/12/2018 12:00:00 AM,07/01/2022 12:00:00 AM,6,DCP,10105401,0,CTRL PK E DR OV   79 ST TRNVS RD
POINT (-73.96721211150005 40.78439685234912),"285,213",444,N,1,"1,031,171",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,19718003,0,CTL PK W DR OV 86 ST TRNVS RD
POINT (-73.9573934097908 40.789449060305024),"106,226",444,N,1,"1,031,052",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10105501,0,CTRL PK E DR OV   97 ST TRNVS RD
POINT (-73.97167508174749 40.77870126250576),0,444,N,1,"1,031,094",8,0,1,04/12/2018 12:00:00 AM,11/17/2022 12:00:00 AM,6,DCP,10099701,0,OAK BRIDGE OVER THE LAKE
POINT (-73.97241420202181 40.77860418963131),"346,994",444,N,2,"1,031,194",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,10110301,0,CNTRL PK W DR OV STREAM TO LAKE
POINT (-73.97297176148761 40.77950396007972),"285,381",444,N,1,"1,031,172",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10103001,0,W   77 ST PED BR OVER STRM TO LK
POINT (-73.96554617946265 40.77906562982379),"346,603",444,N,2,"1,031,125",8,0,1,04/12/2018 12:00:00 AM,11/10/2022 12:00:00 AM,6,DCP,10107301,0,E DRV OVR PED PATH OPP E   80 ST
POINT (-73.96940858240312 40.78180331179991),"346,000",444,N,1,"1,031,027",8,0,1,04/12/2018 12:00:00 AM,11/04/2022 12:00:00 AM,6,DCP,10110701,0,W DRV OVR PED PATH OPP W   82 ST
POINT (-73.96621708748864 40.78446222112637),"285,136",444,N,1,"1,031,053",8,0,1,04/12/2018 12:00:00 AM,03/27/2020 12:00:00 AM,6,DCP,10109801,0,SW RESERVOIR BR OVER BRIDLE PATH
POINT (-73.96273641027244 40.7818986652717),"285,141",444,N,2,"1,031,095",8,0,1,04/12/2018 12:00:00 AM,03/27/2020 12:00:00 AM,6,DCP,10109701,0,SE RESVR BRDG OVER BRIDLE PATH
POINT (-73.96506310007611 40.77786508003294),"300,256",444,N,1,"1,031,096",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,10111701,0,CTRL PK PED PTH E 79 OVR TRNVS
POINT (-73.95786502382882 40.799982385784354),"346,938",444,N,1,"1,031,075",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,19726002,0,W 110 ENTR OVR PD PTH OP W 109
POINT (-73.96927222965952 40.779228799788235),"343,876",444,N,2,"1,031,028",8,0,1,04/12/2018 12:00:00 AM,06/30/2022 12:00:00 AM,6,DCP,10072621,0,CTRL PK 79 ST PED BR OVR TRNVS
POINT (-73.96628787029466 40.77533899006773),"37,381",444,N,2,"1,031,076",8,0,1,04/12/2018 12:00:00 AM,05/01/2018 12:00:00 AM,6,DCP,10072625,0,CTRL PK GLADE ARC OV PD PTH 77
POINT (-73.97322876082366 40.779207607861274),"347,055",444,N,2,"1,031,029",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,19714003,0,W 77 ENTR OV PD PTH OPP W 77
POINT (-73.95566862970924 40.79583993032837),"347,060",444,N,2,"1,031,097",8,0,1,04/12/2018 12:00:00 AM,11/15/2022 12:00:00 AM,6,DCP,19802002,0,EAST DRIVE OVER THE LOCH
POINT (-73.93522073980076 40.827334050288925),"348,158",0,N,1,"1,031,054",8,0,1,04/12/2018 12:00:00 AM,12/01/2022 12:00:00 AM,6,DCP,10103801,0,AC POWELL BL NB OV AC POWELL BL
POINT (-73.93278882948673 40.862949290008956),"193,550","3,379",N,1,"1,031,195",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,12581002,0,MARGARET CORBIN OV FT TRYON PL
POINT (-73.93165512978358 40.86375178005952),"72,527","3,379",N,1,"1,031,030",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10105601,0,CORBIN PL OVERPASS OV CORBIN PL
POINT (-73.97763201987502 40.75217960030361),"110,630",0,N,1,"1,031,098",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,10100301,0,PARK AVE VIADUCT OVER E   42 ST
POINT (-73.97047858005838 40.74907275012604),"342,961",0,N,1,"1,031,077",8,0,1,04/12/2018 12:00:00 AM,06/22/2022 12:00:00 AM,6,DCP,10101401,0,TUDOR CITY PLACE OVER E   42 ST
POINT (-73.96990029968845 40.7488094401831),"165,451",0,N,2,"1,031,055",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,11001009,0,E42 TO E47 OV 1 AVE TNNL
POINT (-73.94245924784514 40.84764916602924),"346,236",0,N,2,"1,031,099",8,0,1,04/12/2018 12:00:00 AM,11/07/2022 12:00:00 AM,6,DCP,19751032,0,176 STREET PEDESTRIAN
POINT (-73.96015419031173 40.81818022026687),"194,447",0,N,2,"1,031,031",8,0,1,04/12/2018 12:00:00 AM,04/13/2018 12:00:00 AM,6,DCP,12969008,0,RIVSIDE DR OVER W 125 W 134ST
